"txid","refid","time","type","subtype","aclass","asset","amount","fee","balance"
"L5KO6S-F5AL2-7FGXIM","STMCREX-UZM4F-BQGQKX","2023-04-16 02:20:32","staking","","currency","ETH2",0.0000120498,0.0000018075,0.0017149252
"LQGR3A-VX36G-WBLFMV","STNLO4C-S6HND-PWTVM7","2023-04-17 14:56:26","staking","","currency","ETH",0.0017046829,0,0.0018162004
"L4EWLX-P4JYF-ADQGR5","STIUXCM-5Y62N-4IB7PV","2023-04-18 13:38:50","staking","","currency","ETH2",-0.0017046829,0,0.0000102423
"LNZNQW-XR6HC-ND4ZQI","STTKP72-6AEPA-BRAPHW","2023-04-20 03:40:51","staking","","currency","XTZ.S",0.00000300,0,0.00326100
"L5Z4K6-MPZPR-X6FMHE","ST3WAAW-TAFKK-SGOUI2","2023-04-20 03:47:52","staking","","currency","GRT.S",0.0312646500,0,65.2850542700
"LL5XUJ-TMAWU-L7DMY3","STZN4EJ-BJD52-VYGJQK","2023-04-20 05:03:23","staking","","currency","ETH",0.0000102423,0,0.0018264427
"L7WW3J-NC7RU-RXCIP4","STQCY5P-X3LYZ-QK6WTK","2023-04-20 05:44:11","staking","","currency","ETH2",-0.0000102423,0,0.0000000000
"LFV2S2-YDWGG-LLEATE","STMHLF2-B6VWX-PLUAEZ","2023-04-23 02:33:58","staking","","currency","ETH",0.0000071914,0.0000010787,0.0018325554
"L2UBDI-GDRYZ-TSW3SP","STRUY2G-KNFLF-PTMUID","2023-04-26 20:35:31","staking","","currency","ETH",0.0000132193,0.0000019829,0.0018437918
"LYLUTJ-VLJ4W-RATW3W","STESV3Y-GDJDO-4H2JIE","2023-04-27 03:40:50","staking","","currency","XTZ.S",0.00000200,0,0.00326300
"LRMKMF-YYYMD-5ZKPJQ","STP6IBN-EJOGR-ZI6DA4","2023-04-27 03:47:43","staking","","currency","GRT.S",0.0312796300,0,65.3163339000
"LWRUPK-MXDRR-PSXSNP","STZHLBU-LOW2Z-GK3ORZ","2023-04-30 02:16:56","staking","","currency","ETH",0.0000056530,0.0000008480,0.0018485968
"LSUYHV-6ID73-U7S6L3","STQUQNI-XRQY4-KHQTBE","2023-05-03 20:22:25","staking","","currency","ETH",0.0000126189,0.0000018928,0.0018593229
"LN4VGE-R3IYL-RN3OZU","STKMZ7F-4UZSH-D2WV5I","2023-05-04 03:41:15","staking","","currency","XTZ.S",0.00000300,0,0.00326600
"LVEAQC-DDF5R-T7VBGA","STXVVZ5-4OUT7-B4RDEP","2023-05-04 03:47:57","staking","","currency","GRT.S",0.0375535400,0,65.3538874400
"L6TZB6-OZTKR-PO6JOJ","STPGV2V-EIDCC-WU62AK","2023-05-07 02:16:17","staking","","currency","ETH",0.0000122710,0.0000018406,0.0018697533
"LGFTWX-PEC4Z-JWTHUL","STNWJ5W-2VOQJ-IV4GGM","2023-05-10 20:21:33","staking","","currency","ETH",0.0000127553,0.0000019133,0.0018805953
"LTMH6K-XRMKR-P5S3V2","ST3VEDV-FPDE4-2XZCY5","2023-05-11 03:41:15","staking","","currency","XTZ.S",0.00000200,0,0.00326800
"LU4RAR-2CYVI-EG7KB3","STPK4C6-3AZIA-AX7WNZ","2023-05-11 03:47:54","staking","","currency","GRT.S",0.0375751300,0,65.3914625700
"LR5HSG-64K7F-2JS3VT","STDF2X2-N2JRW-ZTFVMG","2023-05-14 02:15:28","staking","","currency","ETH",0.0000121350,0.0000018202,0.0018909101
"LCPKIR-3J2P6-IBSTTN","ST663GS-CAF3I-KV2KSS","2023-05-17 20:21:33","staking","","currency","ETH",0.0000125187,0.0000018778,0.0019015510
"LJLODN-OFOQ5-OW7JFJ","STLHAXT-5RO6P-TSR5T4","2023-05-18 03:41:28","staking","","currency","XTZ.S",0.00000200,0,0.00327000
"LLMGW3-G3XSN-DKE3US","STJE2V4-SZHVS-2OVLYK","2023-05-18 03:47:36","staking","","currency","GRT.S",0.0375967300,0,65.4290593000
"LDGP7S-BDNDN-LJ6DDK","STXIHCW-MVUW6-ZC2IB4","2023-05-21 02:16:06","staking","","currency","ETH",0.0000082170,0.0000012326,0.0019085354
"LGFJSN-JEUG7-PVIX7I","STBQZ2G-HD37F-NFU2YI","2023-05-24 20:21:46","staking","","currency","ETH",0.0000125952,0.0000018893,0.0019192413
"L5FTFU-ZEUKH-GHSD3U","STYHBKY-FHBKL-E5TVHI","2023-05-25 03:41:20","staking","","currency","XTZ.S",0.00000300,0,0.00327300
"LOEZVU-Z67UZ-KRDAQO","STECZYO-5INLH-HVSDVC","2023-05-25 03:47:22","staking","","currency","GRT.S",0.0376183500,0,65.4666776500
"LN6VUX-FXE4J-A3IDML","STEAORN-4N4MV-QIFIO5","2023-05-28 02:16:38","staking","","currency","ETH",0.0000064086,0.0000009613,0.0019246886
"L465FV-4SIN7-X7FXAG","STTMZWV-KPDTV-2YH33S","2023-05-31 20:22:05","staking","","currency","ETH",0.0000124740,0.0000018711,0.0019352915
"LAOO7R-VMFFZ-PCJLPG","STLQO5Q-CV7NN-WDCHNT","2023-06-01 03:41:30","staking","","currency","XTZ.S",0.00000200,0,0.00327500
"LLDTXE-AA3K3-SIKB7D","STNBKIJ-UESH4-I3YQZ5","2023-06-01 03:47:38","staking","","currency","GRT.S",0.0376399800,0,65.5043176300
"LQDZWO-7IXJE-7RLVFI","STLBW4U-2MSA6-QS3XNG","2023-06-04 02:17:05","staking","","currency","ETH",0.0000063199,0.0000009480,0.0019406634
"LKMAQZ-27ABS-6T7EW6","STXG437-2QX2P-WM2RU7","2023-06-07 20:22:48","staking","","currency","ETH",0.0000099628,0.0000014944,0.0019491318
"LCUXLX-VVTTS-FOQJQA","STE6LGB-BOWOM-4ZFQK3","2023-06-08 03:41:57","staking","","currency","XTZ.S",0.00000300,0,0.00327800
"LGKVQB-4OYUQ-7JZ7QU","STYXQP7-4HHEJ-STGIAU","2023-06-08 03:47:16","staking","","currency","GRT.S",0.0376616300,0,65.5419792600
"LCVG3T-BTNCY-2IHOYT","STL6WEF-YNEL6-LNEKOL","2023-06-11 02:17:18","staking","","currency","ETH",0.0000045635,0.0000006845,0.0019530108
"LYZ7IV-HGZRN-KF3UZ3","ST5AT3T-DLQUO-G2P7NO","2023-06-14 20:21:21","staking","","currency","ETH",0.0000146644,0.0000021997,0.0019654755
"LEUHIG-6NCIV-O5LB54","STOYTEJ-UMGIK-KOJEOP","2023-06-15 03:41:52","staking","","currency","XTZ.S",0.00000200,0,0.00328000
"LOH646-B25F3-KZYQRZ","STU3J65-NWKQR-6YLD5L","2023-06-15 03:48:02","staking","","currency","GRT.S",0.0376832800,0,65.5796625400
"LU7IXZ-NO36O-O3WFN3","ST44B7A-VF7JT-I63WRV","2023-06-18 02:17:21","staking","","currency","ETH",0.0000039664,0.0000005950,0.0019688469
"L6O6XZ-47N6N-7PN4N5","STUPTEM-SQPCL-6E5P6L","2023-06-21 20:23:33","staking","","currency","ETH",0.0000122220,0.0000018333,0.0019792356
"L2MZMC-XFCVY-KQLMRD","STL4AM7-B4LVK-SPYC6P","2023-06-22 03:41:56","staking","","currency","XTZ.S",0.00000300,0,0.00328300
"LMFTJD-IWZLI-BQ3AXP","STLB2WF-WB2FK-WVVBHF","2023-06-22 03:47:42","staking","","currency","GRT.S",0.0261420900,0,65.6058046300
"LOQJMH-HWKVG-WCOXFP","STHQOAN-DFQGT-B2KUWL","2023-06-25 08:51:14","staking","","currency","ETH",0.0000041796,0.0000006269,0.0019827883
"LGQDM5-ROIDC-QQHZAK","STH7PJ3-76IAE-L6SBS6","2023-06-29 02:58:58","staking","","currency","ETH",0.0000128052,0.0000019208,0.0019936727
"LQU5SL-A5F3L-J2GUBY","STGWD3A-MZLKM-AM4HKU","2023-06-29 03:42:35","staking","","currency","XTZ.S",0.00000300,0,0.00328600
"LB3MKH-VQBSH-YQLZXA","STJZEW7-GWKVU-AX2K5T","2023-06-29 03:47:55","staking","","currency","GRT.S",0.0320619800,0,65.6378666100
"L75BHC-YW4JD-2UDLS7","STEUBMW-5SELY-KQG5WN","2023-07-02 02:18:00","staking","","currency","ETH",0.0000042250,0.0000006338,0.0019972639
"LNQGQQ-KNLWE-V55QVF","STB5HGX-SM2QE-WEPKPP","2023-07-05 20:24:23","staking","","currency","ETH",0.0000118261,0.0000017739,0.0020073161
"LNO5MI-GXQUU-I4S4YM","STVDV5F-P3TGI-7YWB47","2023-07-06 03:41:49","staking","","currency","XTZ.S",0.00000300,0,0.00328900
"LX3MHE-UQBCX-MYD3CI","STCE5RZ-AAH4K-6ZM6TX","2023-07-06 03:47:35","staking","","currency","GRT.S",0.0320776500,0,65.6699442600
"LJMPF5-4A3B2-SW3LZ7","STLLAOI-KEYOJ-7FZOLP","2023-07-09 02:18:27","staking","","currency","ETH",0.0000048226,0.0000007234,0.0020114153
"LTVA27-UBFMI-HMCLDK","ST5R444-DPGR7-U7MH2S","2023-07-12 20:24:30","staking","","currency","ETH",0.0000120622,0.0000018093,0.0020216682
"L7MARU-6SCVR-HZ6A53","STH2HO3-3MBZS-WIHIPX","2023-07-13 03:41:39","staking","","currency","XTZ.S",0.00000300,0,0.00329200
"LEEXI4-VGPCU-ICSL67","ST43NBL-VEXTR-G525UF","2023-07-13 03:47:36","staking","","currency","GRT.S",0.0320933300,0,65.7020375900
"LV6WS2-UWEAD-UHQDGR","STZBQFI-TIOWP-Y76KW3","2023-07-16 02:19:27","staking","","currency","ETH",0.0000046317,0.0000006948,0.0020256051
"LB5RLB-TZBKU-WKM32Z","T3ZRZF-HWODS-G5SAKO","2023-07-16 17:39:36","trade","tradespot","currency","SC",-117722.9534582600,0,0.0000000000
"LVQQ5D-D6IX6-7FVN52","T3ZRZF-HWODS-G5SAKO","2023-07-16 17:39:36","trade","tradespot","currency","EUR",364.4461,0.9475,363.5057
"LBKAMS-4LQQD-X635ZV","TFCU7D-7QD7C-AFMAHG","2023-07-16 17:44:05","trade","tradespot","currency","EUR",-363.4902,0,0.0155
"LNVW77-RMMVA-P5LTBU","TFCU7D-7QD7C-AFMAHG","2023-07-16 17:44:05","trade","tradespot","currency","XLM",3021.63489913,7.85625070,3013.77864843
"LGYF5S-IIEPF-MCYUDN","FTVaizE-cBY3a6TWlCqhhfp29EuQoL","2023-07-16 17:49:00","withdrawal","","currency","XLM",-3013.77764000,0.00100000,0.00000843
"LQBEXQ-DEEAM-2H5HED","FTIZs0B-Md352dRKjhoKsoUEr6VLnd","2023-07-16 21:23:20","deposit","","currency","EUR.HOLD",2000.0000,75.2500,1924.7500
"LJMGEL-RDI6S-EOPJOC","TSRB5ZN-F6CGT-7RUP5X","2023-07-16 21:23:20","spend","","currency","EUR.HOLD",-1896.3100,28.4400,0.0000
"L6D54B-7743M-7YLDIQ","TSRB5ZN-F6CGT-7RUP5X","2023-07-16 21:23:20","receive","","currency","XLM",16068.47943000,0,16068.47943843
"LRFDKN-Z4I3Q-EHZKH4","FTWETtl-Mm4HftPexR2W2XxairflQ7","2023-07-16 21:27:17","withdrawal","","currency","XLM",-16068.47843000,0.00100000,0.00000843
"L72TOC-O7HVG-W2DEWD","ST4MURT-E7ZNT-KFAU6M","2023-07-19 20:25:19","staking","","currency","ETH",0.0000119097,0.0000017865,0.0020357283
"LH5MUW-E3CCX-YVW74R","ST35C7R-IET5O-DHXZJ6","2023-07-20 03:42:25","staking","","currency","XTZ.S",0.00000300,0,0.00329500
"LW2CLV-K4A3A-G45KU2","STPZ6E3-BLT6W-MD2W6Q","2023-07-20 03:47:32","staking","","currency","GRT.S",0.0321090100,0,65.7341466000
"LE3SUF-ZDNO6-JOLWIV","STVUBPO-3FFQ3-W7RQXS","2023-07-23 02:20:03","staking","","currency","ETH",0.0000051076,0.0000007661,0.0020400698
"LPNAAE-ACLOW-CWGHO4","STA35OQ-ODUM7-APNVIB","2023-07-26 20:26:10","staking","","currency","ETH",0.0000117916,0.0000017687,0.0020500927
"LYNSRZ-HWP6A-7SE2PN","ST7Y4L4-DAWGA-3GI2TY","2023-07-27 03:42:03","staking","","currency","XTZ.S",0.00000300,0,0.00329800
"LJWL43-PBLJQ-F2OVBC","STQ6LKK-63S3U-FBF5KZ","2023-07-27 03:47:40","staking","","currency","GRT.S",0.0321247100,0,65.7662713100
"L3INCZ-QAA3N-35VNIY","STC5NPA-NKLVF-5QDOLK","2023-07-30 05:10:46","staking","","currency","ETH",0.0000056148,0.0000008422,0.0020548653
"L3EAN5-5QKF6-UZE6PE","STUJS3G-TWXWM-OGHDFI","2023-08-02 20:30:20","staking","","currency","ETH",0.0000116337,0.0000017451,0.0020647539
"LK77DP-3X2TM-6TI4O2","STY7AQJ-A6KES-3KHGA6","2023-08-03 03:44:12","staking","","currency","XTZ.S",0.00000300,0,0.00330100
"LG27VV-4ZLM6-KTCTXK","STRTJMZ-7LHJM-4UHH5I","2023-08-03 03:48:21","staking","","currency","GRT.S",0.0397028800,0,65.8059741900
"L5WDT5-VKXH4-ITVPP5","STWOKPC-A5T4E-SQAERJ","2023-08-06 02:23:12","staking","","currency","ETH",0.0000076858,0.0000011529,0.0020712868
"LO23YB-KZVF6-BSK7SL","ST47CSX-YR6MH-2GQDLJ","2023-08-09 20:28:14","staking","","currency","ETH",0.0000115726,0.0000017359,0.0020811235
"LZCJDY-CN5ZG-3T56P6","STKXTLD-DKAGI-VGBC2V","2023-08-10 03:42:55","staking","","currency","XTZ.S",0.00000300,0,0.00330400
"LNWHQY-NX6OT-PC2Q23","ST6R7YX-DQVKP-Y6UYXK","2023-08-10 03:48:06","staking","","currency","GRT.S",0.0452759900,0,65.8512501800
"L7LIM5-E3LLQ-3ALPR6","STL272Q-OJORQ-CRTQNL","2023-08-13 02:22:32","staking","","currency","ETH",0.0000038751,0.0000005813,0.0020844173
"LUYDPR-65G27-RI7KS2","STYPSRC-CK3MU-C5BQC6","2023-08-16 20:29:06","staking","","currency","ETH",0.0000115374,0.0000017306,0.0020942241
"LTWAMC-Z3S34-MXATAF","STUEYFV-AIIGF-Y77A6A","2023-08-17 03:43:01","staking","","currency","XTZ.S",0.00000300,0,0.00330700
"LK65D6-LTHDU-SNG5EA","STICSOZ-G7H5I-IWAAAO","2023-08-17 03:48:40","staking","","currency","GRT.S",0.0497242900,0,65.9009744700
"LENTJW-GMZ2K-JJ6ASB","STGGUSQ-6SDE5-M62PQM","2023-08-20 02:24:24","staking","","currency","ETH",0.0000047636,0.0000007145,0.0020982732
"LQF3UT-FUAP6-HCJWIR","ST7RKHD-DF3VV-RMHP3S","2023-08-23 20:30:06","staking","","currency","ETH",0.0000112914,0.0000016937,0.0021078709
"LP2TVW-BUZKI-JS6X74","ST7NVEX-RNEXD-A4JWW2","2023-08-24 03:42:53","staking","","currency","XTZ.S",0.00000300,0,0.00331000
"LJXJ2J-MWAZI-YCC42H","STSR7XS-7VETP-PAWDHR","2023-08-24 03:48:04","staking","","currency","GRT.S",0.0497618200,0,65.9507362900
"L7Q2SX-3PVY3-ZRJYEU","STZHIJB-KWCTT-IFKQCD","2023-08-27 02:26:40","staking","","currency","ETH",0.0000048468,0.0000007270,0.0021119907
"LCVY2H-YMGOK-HPRABV","ST4XOU2-LYWJT-CLYJML","2023-08-30 20:30:47","staking","","currency","ETH",0.0000110273,0.0000016541,0.0021213639
"L766PW-D2K25-6I4TFJ","STD2HVL-UXZ67-2H2HXM","2023-08-31 03:43:40","staking","","currency","XTZ.S",0.00000300,0,0.00331300
"LQ6YQB-QIIDM-Q4ZRVO","ST55LZL-7JF6J-GXR3X4","2023-08-31 03:49:26","staking","","currency","GRT.S",0.0408254000,0,65.9915616900
"LJ6ZGN-AFU4O-UBCUEV","STHWH37-FTSOY-W3QIN7","2023-09-03 02:25:32","staking","","currency","ETH",0.0000040512,0.0000006077,0.0021248074
"LTZ334-JAZAT-6ADIGO","STQHZ5D-JNLYP-BO5TW4","2023-09-06 20:31:00","staking","","currency","ETH",0.0000109290,0.0000016394,0.0021340970
"LP4UH3-IWI32-4LSDNC","STZQS4S-3GRIB-Z42BQ7","2023-09-07 03:43:49","staking","","currency","XTZ.S",0.00000300,0,0.00331600
"LVL3MQ-HAQUD-76NO4T","STVRYBS-UT6I2-YHWFEL","2023-09-07 03:48:46","staking","","currency","GRT.S",0.0478066600,0,66.0393683500
"LWBCS7-7A42X-OG3BRA","STAKUHL-M6W3G-WAMNCD","2023-09-10 02:24:41","staking","","currency","ETH",0.0000040984,0.0000006148,0.0021375806
"LA2V52-DWY6K-JKPS6Z","STCWL33-PRBZV-P46M3D","2023-09-13 20:31:44","staking","","currency","ETH",0.0000109678,0.0000016452,0.0021469032
"LGRTME-SUNEY-SJNKSI","STSYBKM-RHT4P-J62J5N","2023-09-14 03:43:56","staking","","currency","XTZ.S",0.00000300,0,0.00331900
"LQKYJP-2H5TG-TWA2RE","ST7QLWX-ZZ5CS-DDVDD6","2023-09-14 03:48:48","staking","","currency","GRT.S",0.0439177900,0,66.0832861400
"LFU3MF-GZRE2-KNLRD3","STF4G6N-B7NLP-BH3WJJ","2023-09-17 02:28:48","staking","","currency","ETH",0.0000034316,0.0000005147,0.0021498201
"L27IWP-SVVR4-H7REMS","STHBC22-26WI7-JF72VX","2023-09-20 20:35:00","staking","","currency","ETH",0.0000107648,0.0000016147,0.0021589702
"LFUUD6-V4P44-5JP2KM","ST4AJEA-XINNL-XDMHEQ","2023-09-21 03:44:14","staking","","currency","XTZ.S",0.00000300,0,0.00332200
"LRJDUL-L5KVF-W3YPD3","STWZTCO-IMHNX-JLPCSP","2023-09-21 03:49:03","staking","","currency","GRT.S",0.0439470200,0,66.1272331600
"LXX7EW-XQBNU-I6UPSM","STE5MJ3-7NBIE-PLVQIK","2023-09-24 02:29:52","staking","","currency","ETH",0.0000026106,0.0000003916,0.0021611892
"LSMBO2-HB3DT-SCX4LU","STB27W2-FH3ZM-LO3JWI","2023-09-27 20:35:29","staking","","currency","ETH",0.0000106267,0.0000015940,0.0021702219
"LPOOFW-IYD4L-F3GGKO","STXSVZD-M5EYM-XZZVWK","2023-09-28 03:43:26","staking","","currency","XTZ.S",0.00000300,0,0.00332500
"LLEYOU-7Y62G-4MYW7N","STY5D4H-WNL2O-O66E26","2023-09-28 03:48:33","staking","","currency","GRT.S",0.0409346600,0,66.1681678200
"LJBEOY-NCIL3-SKRDL4","STZVM3P-GOLQC-LTDNP7","2023-10-01 02:30:09","staking","","currency","ETH",0.0000024580,0.0000003687,0.0021723112
"LDF2TL-SRZTL-CY3PKS","STGKF7T-DKOSH-GTTKQS","2023-10-04 20:35:55","staking","","currency","ETH",0.0000105545,0.0000015832,0.0021812825
"LLXSWH-MBCGB-VOZORK","ST7CVGI-UY4ZI-KKVY7Z","2023-10-05 03:44:00","staking","","currency","XTZ.S",0.00000300,0,0.00332800
"LJ2YOK-FOWAY-Q2NUQX","STOA6PO-JVB5D-FFH7T7","2023-10-05 03:49:02","staking","","currency","GRT.S",0.0409599900,0,66.2091278100
"LB57HT-SKLRN-OBYW7D","STHM3L7-NYFUX-O7GCXP","2023-10-08 02:30:56","staking","","currency","ETH",0.0000024122,0.0000003618,0.0021833329
"LLDTB2-LDJVI-7GFKCW","STLHKZL-W72GB-MSH7Q7","2023-10-11 20:35:10","staking","","currency","ETH",0.0000104166,0.0000015625,0.0021921870
"LKWT7T-ZQ2K7-EKL7M6","STEICOG-RCJ5Y-26PBCT","2023-10-12 03:48:16","staking","","currency","XTZ.S",0.00000300,0,0.00333100
"LKPSNP-HCRZI-SMP7IO","ST6ZVI7-LSV6Y-LMFIB3","2023-10-12 03:49:41","staking","","currency","GRT.S",0.0409853400,0,66.2501131500
"LNHDFU-2R5C5-DYT6NO","STOPW2J-OHGCW-GB24D6","2023-10-15 02:30:24","staking","","currency","ETH",0.0000020859,0.0000003129,0.0021939600
"LYK2EU-XBXP4-VL667U","ST7TCR4-NHVB4-AUZSSP","2023-10-18 20:36:49","staking","","currency","ETH",0.0000103369,0.0000015505,0.0022027464
"L66OUB-ZZPN5-H3ARKZ","STP7TWE-CATJ2-OCIAC2","2023-10-19 03:44:34","staking","","currency","XTZ.S",0.00000300,0,0.00333400
"LAZGFQ-ZVMNT-CTBSG5","STCFKZT-VM56K-JLZOEC","2023-10-19 03:49:36","staking","","currency","GRT.S",0.0410107200,0,66.2911238700
"LLRDYR-6YURH-CHFUMD","STH7JDA-QFKGY-HZWUKF","2023-10-22 02:33:13","staking","","currency","ETH",0.0000027470,0.0000004120,0.0022050814
"LJYLXP-TNXRK-UJTG57","STOK2NB-UJI6C-ST2U3E","2023-10-25 20:38:30","staking","","currency","ETH",0.0000102459,0.0000015369,0.0022137904
"L6H7IB-ADJTA-AKWBVT","STAGR7T-AV6AJ-RHYSWW","2023-10-26 03:45:03","staking","","currency","XTZ.S",0.00000300,0,0.00333700
"L5IQC7-UL4GM-4Q3LXL","STK3BKJ-DT3AB-NHJ3XA","2023-10-26 03:49:22","staking","","currency","GRT.S",0.0340485400,0,66.3251724100
"L5VCNJ-4UPW5-DKKQJH","STPNQLR-66D5O-34KP5D","2023-10-29 02:33:40","staking","","currency","ETH",0.0000035809,0.0000005371,0.0022168342
"LPJD5K-F3TYT-JQY3NT","ST443U7-UAPXM-IUIER6","2023-11-01 20:39:43","staking","","currency","ETH",0.0000103327,0.0000015499,0.0022256170
"LN5727-VYOUM-KZFIVJ","STUNIR2-STN7A-S3BHVH","2023-11-02 04:19:29","staking","","currency","GRT.S",0.0387691000,0,66.3639415100
"LVMC5E-T4XEG-RLC6MV","STH2OH3-TYZVM-MCCHQV","2023-11-02 04:56:54","staking","","currency","XTZ.S",0.00000300,0,0.00334000
"LN46FI-BUGJR-KR6AHI","STX7LWP-KLN73-C4O55C","2023-11-05 02:35:32","staking","","currency","ETH",0.0000028464,0.0000004270,0.0022280364
"LWYW77-7KWIV-JUXU75","ST6ZSYC-G3XOD-LGI5YT","2023-11-08 20:39:51","staking","","currency","ETH",0.0000102999,0.0000015450,0.0022367913
"LO3JZ7-3YRCE-IPG62G","STX45EE-2RFZI-SPZWHB","2023-11-09 03:44:24","staking","","currency","XTZ.S",0.00000300,0,0.00334300
"LTHZKG-NBFYH-KGMXZI","STMTPBC-3NR36-JRJQTL","2023-11-09 03:48:52","staking","","currency","GRT.S",0.0387917600,0,66.4027332700
"LTQI7D-M2ECS-JIMJTP","STPXVGC-ZRCBZ-DQXB57","2023-11-12 02:38:20","staking","","currency","ETH",0.0000041680,0.0000006252,0.0022403341
"LFW7HE-HQD4W-WCBYO2","TSXT7LJ-F4K7C-Q7RSYK","2023-11-14 10:32:00","spend","","currency","SHIB",-21928737.00000,0,0.00000
"LLNH2H-JTVB2-6EQXD5","TSXT7LJ-F4K7C-Q7RSYK","2023-11-14 10:32:00","receive","","currency","USDC",185.64300000,2.74350000,182.89950000
"LT6FBF-YONBK-K6MQ57","TSEJ4PG-VLNLH-H3UMQN","2023-11-14 10:32:33","spend","","currency","DOGE",-703.70000000,0,0.00915041
"L4ZIKG-WCJ6P-LDDUFE","TSEJ4PG-VLNLH-H3UMQN","2023-11-14 10:32:33","receive","","currency","USDC",52.23100000,0.77190000,234.35860000
"L5IHB7-P4KMP-4KWUI7","TS5OXQN-BSZPV-MAM2M6","2023-11-14 10:33:25","spend","","currency","LUNA",-121836.17650000,0,0.00000000
"LR547O-V5FZG-6LSBJO","TS5OXQN-BSZPV-MAM2M6","2023-11-14 10:33:25","receive","","currency","USDC",9.46860000,0.13990000,243.68730000
"LBWDNO-6BXNY-3EYPUC","TS2ATB5-PUCQE-A5ZTMP","2023-11-14 10:33:57","spend","","currency","ETH",-0.0022400000,0,0.0000003341
"LXKY4H-T5PXS-IJXH65","TS2ATB5-PUCQE-A5ZTMP","2023-11-14 10:33:57","receive","","currency","USDC",4.57110000,0.06760000,248.19080000
"LAJAOP-YRQ7T-HREGRE","STWEU3T-PMSVX-Q5GDHV","2023-11-15 20:43:39","staking","","currency","ETH",0.0000102277,0.0000015342,0.0000090276
"LUHXBU-3BJTO-NUA6L4","ST6NRAG-MHYGY-Y5EHKQ","2023-11-16 03:45:50","staking","","currency","XTZ.S",0.00000300,0,0.00334600
"LNJ6DE-RVSL4-SXNM5O","STMV5XW-N24LB-AUTN5D","2023-11-16 03:49:33","staking","","currency","GRT.S",0.0391962800,0,66.4419295500
"LNFLCQ-35Q35-LOXBGM","STAFPNL-ZAWG2-Q2M37E","2023-11-19 02:38:04","staking","","currency","ETH",0.0000043117,0.0000006468,0.0000126925
"LI4DJY-3TDVC-Z3GT5O","STL5HMG-UMLTE-BI7E3K","2023-11-22 20:44:35","staking","","currency","ETH",0.0000101350,0.0000015202,0.0000213073
"L5KNMP-FLENH-H7GCNQ","STMTGPR-HBDCE-RNDCN7","2023-11-23 03:46:15","staking","","currency","XTZ.S",0.00000300,0,0.00334900
"LESJXD-Q2I45-N4ZH57","STK5767-M7MBJ-PCDZVI","2023-11-23 03:49:50","staking","","currency","GRT.S",0.0380734000,0,66.4800029500
"LKBFNO-PDGGF-RHHRWC","STL6ETT-PAVAJ-NOFF2E","2023-11-26 02:50:59","staking","","currency","ETH",0.0000031255,0.0000004688,0.0000239640
"LOJGDA-WOM4W-MLHS3S","ST3VBLN-2STGX-25F72W","2023-11-29 20:52:18","staking","","currency","ETH",0.0000102127,0.0000015319,0.0000326448
"LFC2SK-3DPIT-BUDQBN","ST37W5D-UMLJL-P7FLV3","2023-11-30 03:49:45","staking","","currency","GRT.S",0.0380951800,0,66.5180981300
"LDYQ3L-JAGQJ-BJU4GT","STDIUBE-4WWPJ-LQXPU4","2023-11-30 03:51:12","staking","","currency","XTZ.S",0.00000300,0,0.00335200
"LRBBN2-RM5W4-GH5YXX","STG2A34-FIV4K-JLHZ5R","2023-12-03 02:51:54","staking","","currency","ETH",0.0000051316,0.0000007697,0.0000370067
"LOQTEQ-UUO7W-SEQTBB","STNQKQZ-FBT36-3VWWET","2023-12-06 21:02:25","staking","","currency","ETH",0.0000102036,0.0000015305,0.0000456798
"LGDVGJ-JHPEB-LZL6HD","STYQVEK-343HX-FH4UWO","2023-12-07 03:50:35","staking","","currency","GRT.S",0.0382445100,0,66.5563426400
"LCCARJ-NX4S4-JMEVN4","STLIL4B-D4JSD-VY7IU7","2023-12-07 03:52:26","staking","","currency","XTZ.S",0.00000300,0,0.00335500
"LNJ2IZ-H2KUV-BCGI5I","STUIIR4-6R2T7-HPDN3U","2023-12-10 02:54:58","staking","","currency","ETH",0.0000037571,0.0000005636,0.0000488733
"LEJM75-XCVHN-4RZEY6","STMQ2LT-BENNS-AHAU37","2023-12-13 20:56:55","staking","","currency","ETH",0.0000100877,0.0000015132,0.0000574478
"LB35VQ-CKHLH-BPOR22","STTC7RP-ZT7OF-RSLIPJ","2023-12-14 03:50:15","staking","","currency","GRT.S",0.0382664800,0,66.5946091200
"LTASSR-QYEX6-6MTUEE","STHLW6K-6ULOK-E3WPXT","2023-12-14 03:50:59","staking","","currency","XTZ.S",0.00000300,0,0.00335800
"L5FIDH-KDROH-NOHQKD","STMEVOU-7BC77-L2QYDA","2023-12-17 02:53:50","staking","","currency","ETH",0.0000035845,0.0000005377,0.0000604946
"LRECDG-YADJR-YRPO5K","STLL3AX-SE54H-MWLSEQ","2023-12-20 20:52:37","staking","","currency","ETH",0.0000101114,0.0000015167,0.0000690893
"LIJCBI-YQMDB-ATDPEC","STFWEBM-UDTVQ-PDQ5V4","2023-12-21 03:47:23","staking","","currency","XTZ.S",0.00000300,0,0.00336100
"LTKJYS-ZWHKT-RBZFGC","STFYHW5-SV3YE-NNDFOS","2023-12-21 03:48:36","staking","","currency","GRT.S",0.0391818800,0,66.6337910000
"L2PKM2-D4PUI-GPJITP","STJ6GAL-KYFOX-M3HRPE","2023-12-24 02:39:50","staking","","currency","ETH",0.0000031313,0.0000004697,0.0000717509
